piece_id,composer,annotator,hand,seq_pos,midi,pitch_class,is_black,prev_interval,next_interval,is_chord,prev_finger,was_substitution,finger
001,Bach,1,R,30,77,5,0,-2,-1,0,4,0,3
001,Bach,1,R,31,76,4,0,-1,3,0,3,0,2
001,Bach,1,R,32,79,7,0,3,-2,0,2,0,4
001,Bach,1,R,33,77,5,0,-2,4,0,4,0,3
001,Bach,1,R,34,81,9,0,4,-2,0,3,0,5
001,Bach,1,R,35,79,7,0,-2,-2,0,5,0,4
001,Bach,1,R,36,77,5,0,-2,-1,0,4,0,3
001,Bach,1,R,37,76,4,0,-1,-2,0,3,0,2
001,Bach,1,R,38,74,2,0,-2,-2,0,2,0,1
001,Bach,1,R,39,72,0,0,-2,4,0,1,0,2
001,Bach,1,R,40,76,4,0,4,-2,0,2,0,4
001,Bach,1,R,41,74,2,0,-2,3,0,4,0,3
001,Bach,1,R,42,77,5,0,3,-1,0,3,0,5
001,Bach,1,R,43,76,4,0,-1,-2,0,5,0,4
001,Bach,1,R,44,74,2,0,-2,-2,0,4,0,3
001,Bach,1,R,45,72,0,0,-2,-1,0,3,0,2
001,Bach,1,R,46,71,11,0,-1,-2,0,2,0,1
001,Bach,1,R,47,69,9,0,-2,3,0,1,0,2
001,Bach,1,R,48,72,0,0,3,-1,0,2,0,4
001,Bach,1,R,49,71,11,0,-1,3,0,4,0,3
001,Bach,1,R,50,74,2,0,3,-2,0,3,0,5
001,Bach,1,R,51,72,0,0,-2,-1,0,5,0,4
001,Bach,1,R,52,71,11,0,-1,-2,0,4,0,3
001,Bach,1,R,53,69,9,0,-2,-2,0,3,0,2
001,Bach,1,R,54,67,7,0,-2,-1,0,2,0,1
001,Bach,1,R,55,66,6,1,-1,3,0,1,0,2
001,Bach,1,R,56,69,9,0,3,-2,0,2,0,4
001,Bach,1,R,57,67,7,0,-2,4,0,4,0,3
001,Bach,1,R,58,71,11,0,4,-2,0,3,0,5
001,Bach,1,R,59,69,9,0,-2,-7,0,5,0,4
001,Bach,1,R,60,62,2,0,-7,10,0,4,0,1
001,Bach,1,R,61,72,0,0,10,-1,0,1,0,4
001,Bach,1,R,62,71,11,0,-1,1,0,4,0,3
001,Bach,1,R,63,72,0,0,1,2,0,3,0,4
001,Bach,1,R,64,74,2,0,2,-3,0,4,0,5
001,Bach,1,R,65,71,11,0,-3,-2,0,5,0,3
001,Bach,1,R,66,69,9,0,-2,-2,0,3,0,2
001,Bach,1,R,67,67,7,0,-2,-1,0,2,0,1
001,Bach,1,R,68,66,6,1,-1,-2,0,1,0,2
001,Bach,1,R,69,64,4,0,-2,3,0,2,0,1
001,Bach,1,R,70,67,7,0,3,-1,0,1,0,3
001,Bach,1,R,71,66,6,1,-1,3,0,3,0,2
001,Bach,1,R,72,69,9,0,3,-2,0,2,0,4
001,Bach,1,R,73,67,7,0,-2,4,0,4,0,1
001,Bach,1,R,74,71,11,0,4,-2,0,1,0,3
001,Bach,1,R,75,69,9,0,-2,3,0,3,0,2
001,Bach,1,R,76,72,0,0,3,-1,0,2,0,4
001,Bach,1,R,77,71,11,0,-1,3,0,4,0,1
001,Bach,1,R,78,74,2,0,3,-2,0,1,0,3
001,Bach,1,R,79,72,0,0,-2,4,0,3,0,2
001,Bach,1,R,80,76,4,0,4,-2,0,2,0,4
001,Bach,1,R,81,74,2,0,-2,-3,0,4,0,3
001,Bach,1,R,82,71,11,0,-3,1,0,3,0,1
001,Bach,1,R,83,72,0,0,1,2,0,1,0,2
001,Bach,1,R,84,74,2,0,2,5,0,2,0,3
001,Bach,1,R,85,79,7,0,5,-8,0,3,0,5
001,Bach,1,R,86,71,11,0,-8,1,0,5,0,2
001,Bach,1,R,87,72,0,0,1,-1,0,2,0,3
001,Bach,1,R,88,71,11,0,-1,-2,0,3,0,2
001,Bach,1,R,89,69,9,0,-2,-2,0,2,0,1
001,Bach,1,R,90,67,7,0,-2,0,0,1,0,2
001,Bach,1,R,91,67,7,0,0,0,0,2,0,2
001,Bach,1,R,92,67,7,0,0,2,0,2,0,1
001,Bach,1,R,93,69,9,0,2,2,0,1,0,2
001,Bach,1,R,94,71,11,0,2,1,0,2,0,3
001,Bach,1,R,95,72,0,0,1,-3,0,3,0,4
001,Bach,1,R,96,69,9,0,-3,2,0,4,0,2
001,Bach,1,R,97,71,11,0,2,-4,0,2,0,3
001,Bach,1,R,98,67,7,0,-4,-1,0,3,0,1
001,Bach,1,R,99,66,6,1,-1,3,0,1,0,2
001,Bach,1,R,100,69,9,0,3,2,0,2,0,1
001,Bach,1,R,101,71,11,0,2,1,0,1,0,2
001,Bach,1,R,102,72,0,0,1,2,0,2,0,3
001,Bach,1,R,103,74,2,0,2,-3,0,3,0,4
001,Bach,1,R,104,71,11,0,-3,1,0,4,0,2
001,Bach,1,R,105,72,0,0,1,-3,0,2,0,3
001,Bach,1,R,106,69,9,0,-3,2,0,3,0,1
001,Bach,1,R,107,71,11,0,2,3,0,1,0,2
001,Bach,1,R,108,74,2,0,3,-2,0,2,0,4
001,Bach,1,R,109,72,0,0,-2,-1,0,4,0,3
001,Bach,1,R,110,71,11,0,-1,-2,0,3,0,2
001,Bach,1,R,111,69,9,0,-2,3,0,2,0,1
001,Bach,1,R,112,72,0,0,3,-1,0,1,0,3
001,Bach,1,R,113,71,11,0,-1,3,0,3,0,2
001,Bach,1,R,114,74,2,0,3,-2,0,2,0,4
001,Bach,1,R,115,72,0,0,-2,4,0,4,0,3
001,Bach,1,R,116,76,4,0,4,-2,0,3,0,4
001,Bach,1,R,117,74,2,0,-2,-2,0,4,0,3
001,Bach,1,R,118,72,0,0,-2,-1,0,3,0,2
001,Bach,1,R,119,71,11,0,-1,3,0,2,0,1
001,Bach,1,R,120,74,2,0,3,-1,0,1,0,3
001,Bach,1,R,121,73,1,1,-1,3,0,3,0,2
001,Bach,1,R,122,76,4,0,3,-2,0,2,0,4
001,Bach,1,R,123,74,2,0,-2,-1,0,4,0,3
001,Bach,1,R,124,73,1,1,-1,1,0,3,0,2
001,Bach,1,R,125,74,2,0,1,2,0,2,0,3
001,Bach,1,R,126,76,4,0,2,1,0,3,0,4
001,Bach,1,R,127,77,5,0,1,-8,0,4,0,5
001,Bach,1,R,128,69,9,0,-8,2,0,5,0,2
001,Bach,1,R,129,71,11,0,2,2,0,2,0,3
001,Bach,1,R,130,73,1,1,2,1,0,3,0,4
001,Bach,1,R,131,74,2,0,1,-8,0,4,0,5
001,Bach,1,R,132,66,6,1,-8,2,0,5,0,2
001,Bach,1,R,133,68,8,1,2,1,0,2,0,3
001,Bach,1,R,134,69,9,0,1,2,0,3,0,1
001,Bach,1,R,135,71,11,0,2,1,0,1,0,2
001,Bach,1,R,136,72,0,0,1,2,0,2,0,3
001,Bach,1,R,137,74,2,0,2,-10,0,3,0,4
001,Bach,1,R,138,64,4,0,-10,2,0,4,0,1
001,Bach,1,R,139,66,6,1,2,2,0,1,0,2
001,Bach,1,R,140,68,8,1,2,1,0,2,0,3
001,Bach,1,R,141,69,9,0,1,-3,0,3,0,4
001,Bach,1,R,142,66,6,1,-3,2,0,4,0,2
001,Bach,1,R,143,68,8,1,2,-4,0,2,0,3
001,Bach,1,R,144,64,4,0,-4,12,0,3,0,1
001,Bach,1,R,145,76,4,0,12,-2,0,1,0,5
001,Bach,1,R,146,74,2,0,-2,-2,0,5,0,4
001,Bach,1,R,147,72,0,0,-2,4,0,4,0,3
001,Bach,1,R,148,76,4,0,4,-2,0,3,0,5
001,Bach,1,R,149,74,2,0,-2,-2,0,5,0,4
001,Bach,1,R,150,72,0,0,-2,-1,0,4,0,3
001,Bach,1,R,151,71,11,0,-1,3,0,3,0,2
001,Bach,1,R,152,74,2,0,3,-2,0,2,0,4
001,Bach,1,R,153,72,0,0,-2,9,0,4,0,1
001,Bach,1,R,154,81,9,0,9,-1,0,1,0,4
001,Bach,1,R,155,80,8,1,-1,3,0,4,0,3
001,Bach,1,R,156,83,11,0,3,-2,0,3,0,5
001,Bach,1,R,157,81,9,0,-2,-5,0,5,0,4
001,Bach,1,R,158,76,4,0,-5,1,0,4,0,2
001,Bach,1,R,159,77,5,0,1,-3,0,2,0,3
001,Bach,1,R,160,74,2,0,-3,-6,0,3,0,1
001,Bach,1,R,161,68,8,1,-6,9,0,1,0,2
001,Bach,1,R,162,77,5,0,9,-1,0,2,0,5
001,Bach,1,R,163,76,4,0,-1,-2,0,5,0,4
001,Bach,1,R,164,74,2,0,-2,-2,0,4,0,3
001,Bach,1,R,165,72,0,0,-2,2,0,3,0,2
001,Bach,1,R,166,74,2,0,2,-2,0,2,0,3
001,Bach,1,R,167,72,0,0,-2,-1,0,3,0,2
001,Bach,1,R,168,71,11,0,-1,-2,0,2,0,1
001,Bach,1,R,169,69,9,0,-2,0,0,1,0,2
001,Bach,1,R,170,69,9,0,0,12,0,2,0,1
001,Bach,1,R,171,81,9,0,12,-2,0,1,0,5
001,Bach,1,R,172,79,7,0,-2,-2,0,5,0,4
001,Bach,1,R,173,77,5,0,-2,-1,0,4,0,3
001,Bach,1,R,174,76,4,0,-1,3,0,3,0,2
001,Bach,1,R,175,79,7,0,3,-2,0,2,0,4
001,Bach,1,R,176,77,5,0,-2,4,0,4,0,3
001,Bach,1,R,177,81,9,0,4,-2,0,3,0,5
001,Bach,1,R,178,79,7,0,-2,-3,0,5,0,4
001,Bach,1,R,179,76,4,0,-3,1,0,4,0,2
001,Bach,1,R,180,77,5,0,1,2,0,2,0,3
001,Bach,1,R,181,79,7,0,2,2,0,3,0,4
001,Bach,1,R,182,81,9,0,2,-4,0,4,0,5
001,Bach,1,R,183,77,5,0,-4,2,0,5,0,3
001,Bach,1,R,184,79,7,0,2,-3,0,3,0,4
001,Bach,1,R,185,76,4,0,-3,1,0,4,0,2
001,Bach,1,R,186,77,5,0,1,2,0,2,0,3
001,Bach,1,R,187,79,7,0,2,-2,0,3,0,4
001,Bach,1,R,188,77,5,0,-2,-1,0,4,0,3
001,Bach,1,R,189,76,4,0,-1,-2,0,3,0,2
001,Bach,1,R,190,74,2,0,-2,3,0,2,0,1
001,Bach,1,R,191,77,5,0,3,-1,0,1,0,3
001,Bach,1,R,192,76,4,0,-1,3,0,3,0,2
001,Bach,1,R,193,79,7,0,3,-2,0,2,0,4
001,Bach,1,R,194,77,5,0,-2,-3,0,4,0,3
001,Bach,1,R,195,74,2,0,-3,2,0,3,0,1
001,Bach,1,R,196,76,4,0,2,1,0,1,0,2
001,Bach,1,R,197,77,5,0,1,2,0,2,0,3
001,Bach,1,R,198,79,7,0,2,-3,0,3,0,4
001,Bach,1,R,199,76,4,0,-3,1,0,4,0,2
001,Bach,1,R,200,77,5,0,1,-3,0,2,0,3
001,Bach,1,R,201,74,2,0,-3,2,0,3,0,1
001,Bach,1,R,202,76,4,0,2,-4,0,1,0,2
001,Bach,1,R,203,72,0,0,-4,2,0,2,0,1
001,Bach,1,R,204,74,2,0,2,2,0,1,0,2
001,Bach,1,R,205,76,4,0,2,1,0,2,0,3
001,Bach,1,R,206,77,5,0,1,-3,0,3,0,4
001,Bach,1,R,207,74,2,0,-3,2,0,4,0,2
001,Bach,1,R,208,76,4,0,2,-4,0,2,0,3
001,Bach,1,R,209,72,0,0,-4,2,0,3,0,1
001,Bach,1,R,210,74,2,0,2,2,0,1,0,2
001,Bach,1,R,211,76,4,0,2,1,0,2,0,1
001,Bach,1,R,212,77,5,0,1,2,0,1,0,2
001,Bach,1,R,213,79,7,0,2,2,0,2,0,3
001,Bach,1,R,214,81,9,0,2,-4,0,3,0,4
001,Bach,1,R,215,77,5,0,-4,2,0,4,0,2
001,Bach,1,R,216,79,7,0,2,-3,0,2,0,3
001,Bach,1,R,217,76,4,0,-3,1,0,3,0,2
001,Bach,1,R,218,77,5,0,1,2,0,2,0,1
001,Bach,1,R,219,79,7,0,2,2,0,1,0,2
001,Bach,1,R,220,81,9,0,2,2,0,2,0,3
001,Bach,1,R,221,83,11,0,2,1,0,3,0,4
001,Bach,1,R,222,84,0,0,1,-3,0,4,0,5
001,Bach,1,R,223,81,9,0,-3,2,0,5,0,3
001,Bach,1,R,224,83,11,0,2,-4,0,3,0,4
001,Bach,1,R,225,79,7,0,-4,5,0,4,0,2
001,Bach,1,R,226,84,0,0,5,-5,0,2,0,5
001,Bach,1,R,227,79,7,0,-5,-3,0,5,0,2
001,Bach,1,R,228,76,4,0,-3,-2,0,2,0,1
001,Bach,1,R,229,74,2,0,-2,-2,0,1,0,3
001,Bach,1,R,230,72,0,0,-2,0,0,3,0,2
001,Bach,1,R,231,72,0,0,0,-2,0,2,0,1
001,Bach,1,R,232,70,10,1,-2,-1,0,1,0,4
001,Bach,1,R,233,69,9,0,-1,-2,0,4,0,3
001,Bach,1,R,234,67,7,0,-2,-2,0,3,0,2
001,Bach,1,R,235,65,5,0,-2,4,0,2,0,1
001,Bach,1,R,236,69,9,0,4,-2,0,1,0,3
001,Bach,1,R,237,67,7,0,-2,3,0,3,0,2
001,Bach,1,R,238,70,10,1,3,-1,0,2,0,4
001,Bach,1,R,239,69,9,0,-1,2,0,4,0,3
001,Bach,1,R,240,71,11,0,2,1,0,3,0,4
001,Bach,1,R,241,72,0,0,1,-8,0,4,0,5
001,Bach,1,R,242,64,4,0,-8,-2,0,5,0,2
001,Bach,1,R,243,62,2,0,-2,10,0,2,0,1
001,Bach,1,R,244,72,0,0,10,-7,0,1,0,5
001,Bach,1,R,245,65,5,0,-7,6,0,5,0,2
001,Bach,1,R,246,71,11,0,6,-7,0,2,0,4
001,Bach,1,R,247,64,4,0,-7,3,0,4,0,1
001,Bach,1,R,248,67,7,0,3,5,0,1,0,2
001,Bach,1,R,249,72,0,0,5,0,0,2,0,5
001,Bach,1,L,0,48,0,0,0,2,0,0,0,5
001,Bach,1,L,1,50,2,0,2,2,0,5,0,4
001,Bach,1,L,2,52,4,0,2,1,0,4,0,3
001,Bach,1,L,3,53,5,0,1,-3,0,3,0,2
001,Bach,1,L,4,50,2,0,-3,2,0,2,0,4
001,Bach,1,L,5,52,4,0,2,-4,0,4,0,3
001,Bach,1,L,6,48,0,0,-4,7,0,3,0,5
001,Bach,1,L,7,55,7,0,7,-12,0,5,0,1
001,Bach,1,L,8,43,7,0,-12,12,0,1,0,5
001,Bach,1,L,9,55,7,0,12,2,0,5,0,5
001,Bach,1,L,10,57,9,0,2,2,0,5,0,4
001,Bach,1,L,11,59,11,0,2,1,0,4,0,3
001,Bach,1,L,12,60,0,0,1,-3,0,3,0,2
001,Bach,1,L,13,57,9,0,-3,2,0,2,0,4
001,Bach,1,L,14,59,11,0,2,-4,0,4,0,3
001,Bach,1,L,15,55,7,0,-4,5,0,3,0,5
001,Bach,1,L,16,60,0,0,5,-1,0,5,0,3
001,Bach,1,L,17,59,11,0,-1,1,0,3,0,4
001,Bach,1,L,18,60,0,0,1,2,0,4,0,3
001,Bach,1,L,19,62,2,0,2,2,0,3,0,2
001,Bach,1,L,20,64,4,0,2,-9,0,2,0,1
001,Bach,1,L,21,55,7,0,-9,2,0,1,0,4
001,Bach,1,L,22,57,9,0,2,2,0,4,0,3
001,Bach,1,L,23,59,11,0,2,1,0,3,0,2
001,Bach,1,L,24,60,0,0,1,-8,0,2,0,1
001,Bach,1,L,25,52,4,0,-8,2,0,1,0,4
001,Bach,1,L,26,54,6,1,2,1,0,4,0,3
001,Bach,1,L,27,55,7,0,1,2,0,3,0,2
001,Bach,1,L,28,57,9,0,2,2,0,2,0,1
001,Bach,1,L,29,59,11,0,2,1,0,1,0,2
001,Bach,1,L,30,60,0,0,1,-10,0,2,0,1
001,Bach,1,L,31,50,2,0,-10,2,0,1,0,5
001,Bach,1,L,32,52,4,0,2,2,0,5,0,4
001,Bach,1,L,33,54,6,1,2,1,0,4,0,3
001,Bach,1,L,34,55,7,0,1,-3,0,3,0,2
001,Bach,1,L,35,52,4,0,-3,2,0,2,0,4
001,Bach,1,L,36,54,6,1,2,-4,0,4,0,3
001,Bach,1,L,37,50,2,0,-4,5,0,3,0,5
001,Bach,1,L,38,55,7,0,5,-8,0,5,0,1
001,Bach,1,L,39,47,11,0,-8,1,0,1,0,4
001,Bach,1,L,40,48,0,0,1,2,0,4,0,3
001,Bach,1,L,41,50,2,0,2,2,0,3,0,2
001,Bach,1,L,42,52,4,0,2,2,0,2,0,1
001,Bach,1,L,43,54,6,1,2,1,0,1,0,2
001,Bach,1,L,44,55,7,0,1,-3,0,2,0,1
001,Bach,1,L,45,52,4,0,-3,-5,0,1,0,3
001,Bach,1,L,46,47,11,0,-5,1,0,3,0,5
001,Bach,1,L,47,48,0,0,1,2,0,5,0,4
001,Bach,1,L,48,50,2,0,2,-12,0,4,1,3
001,Bach,1,L,49,38,2,0,-12,5,0,3,0,5
001,Bach,1,L,50,43,7,0,5,2,0,5,0,5
001,Bach,1,L,51,45,9,0,2,2,0,5,0,4
001,Bach,1,L,52,47,11,0,2,1,0,4,0,3
001,Bach,1,L,53,48,0,0,1,-3,0,3,0,2
001,Bach,1,L,54,45,9,0,-3,2,0,2,0,4
001,Bach,1,L,55,47,11,0,2,-4,0,4,0,3
001,Bach,1,L,56,43,7,0,-4,7,0,3,0,5
001,Bach,1,L,57,50,2,0,7,5,0,5,0,2
001,Bach,1,L,58,55,7,0,5,-1,0,2,0,1
001,Bach,1,L,59,54,6,1,-1,1,0,1,0,3
001,Bach,1,L,60,55,7,0,1,2,0,3,0,2
001,Bach,1,L,61,57,9,0,2,-7,0,2,0,1
001,Bach,1,L,62,50,2,0,-7,2,0,1,0,5
001,Bach,1,L,63,52,4,0,2,2,0,5,0,4
001,Bach,1,L,64,54,6,1,2,1,0,4,0,3
001,Bach,1,L,65,55,7,0,1,-3,0,3,0,2
001,Bach,1,L,66,52,4,0,-3,2,0,2,0,4
001,Bach,1,L,67,54,6,1,2,-4,0,4,0,3
001,Bach,1,L,68,50,2,0,-4,7,0,3,0,5
001,Bach,1,L,69,57,9,0,7,5,0,5,0,2
001,Bach,1,L,70,62,2,0,5,-2,0,2,0,1
001,Bach,1,L,71,60,0,0,-2,2,0,1,0,2
001,Bach,1,L,72,62,2,0,2,-7,0,2,0,1
001,Bach,1,L,73,55,7,0,-7,12,0,1,0,5
001,Bach,1,L,74,67,7,0,12,-2,0,5,0,1
001,Bach,1,L,75,65,5,0,-2,-1,0,1,0,2
001,Bach,1,L,76,64,4,0,-1,-2,0,2,0,3
001,Bach,1,L,77,62,2,0,-2,3,0,3,0,4
001,Bach,1,L,78,65,5,0,3,-1,0,4,0,2
001,Bach,1,L,79,64,4,0,-1,3,0,2,0,3
001,Bach,1,L,80,67,7,0,3,-2,0,3,0,1
001,Bach,1,L,81,65,5,0,-2,-1,0,1,0,2
001,Bach,1,L,82,64,4,0,-1,1,0,2,0,3
001,Bach,1,L,83,65,5,0,1,-3,0,3,0,2
001,Bach,1,L,84,62,2,0,-3,2,0,2,0,4
001,Bach,1,L,85,64,4,0,2,5,0,4,0,3
001,Bach,1,L,86,69,9,0,5,-2,0,3,0,1
001,Bach,1,L,87,67,7,0,-2,-2,0,1,0,2
001,Bach,1,L,88,65,5,0,-2,-1,0,2,0,3
001,Bach,1,L,89,64,4,0,-1,3,0,3,0,4
001,Bach,1,L,90,67,7,0,3,-2,0,4,0,2
001,Bach,1,L,91,65,5,0,-2,4,0,2,0,3
001,Bach,1,L,92,69,9,0,4,-2,0,3,0,1
001,Bach,1,L,93,67,7,0,-2,-2,0,1,0,2
001,Bach,1,L,94,65,5,0,-2,2,0,2,0,3
001,Bach,1,L,95,67,7,0,2,-3,0,3,0,2
001,Bach,1,L,96,64,4,0,-3,1,0,2,0,4
001,Bach,1,L,97,65,5,0,1,5,0,4,0,3
001,Bach,1,L,98,70,10,1,5,-1,0,3,0,2
001,Bach,1,L,99,69,9,0,-1,-2,0,2,0,1
001,Bach,1,L,100,67,7,0,-2,-2,0,1,0,2
001,Bach,1,L,101,65,5,0,-2,4,0,2,0,3
001,Bach,1,L,102,69,9,0,4,-2,0,3,0,1
001,Bach,1,L,103,67,7,0,-2,3,0,1,0,3
001,Bach,1,L,104,70,10,1,3,-1,0,3,0,2
001,Bach,1,L,105,69,9,0,-1,-2,0,2,0,1
001,Bach,1,L,106,67,7,0,-2,-2,0,1,0,2
001,Bach,1,L,107,65,5,0,-2,-1,0,2,0,3
001,Bach,1,L,108,64,4,0,-1,-2,0,3,0,4
001,Bach,1,L,109,62,2,0,-2,3,0,4,0,5
001,Bach,1,L,110,65,5,0,3,-1,0,5,0,3
001,Bach,1,L,111,64,4,0,-1,3,0,3,0,4
001,Bach,1,L,112,67,7,0,3,-2,0,4,0,2
001,Bach,1,L,113,65,5,0,-2,-1,0,2,0,1
001,Bach,1,L,114,64,4,0,-1,-2,0,1,0,2
001,Bach,1,L,115,62,2,0,-2,-2,0,2,0,3
001,Bach,1,L,116,60,0,0,-2,-1,0,3,0,4
001,Bach,1,L,117,59,11,0,-1,3,0,4,0,5
001,Bach,1,L,118,62,2,0,3,-2,0,5,0,3
001,Bach,1,L,119,60,0,0,-2,4,0,3,0,4
001,Bach,1,L,120,64,4,0,4,-2,0,4,0,2
001,Bach,1,L,121,62,2,0,-2,-2,0,2,0,1
001,Bach,1,L,122,60,0,0,-2,-1,0,1,0,2
001,Bach,1,L,123,59,11,0,-1,-2,0,2,0,3
001,Bach,1,L,124,57,9,0,-2,-1,0,3,0,4
001,Bach,1,L,125,56,8,1,-1,3,0,4,0,5
001,Bach,1,L,126,59,11,0,3,-2,0,5,0,3
001,Bach,1,L,127,57,9,0,-2,3,0,3,0,4
001,Bach,1,L,128,60,0,0,3,-1,0,4,0,2
001,Bach,1,L,129,59,11,0,-1,-7,0,2,0,1
001,Bach,1,L,130,52,4,0,-7,10,0,1,0,5
001,Bach,1,L,131,62,2,0,10,-2,0,5,0,2
001,Bach,1,L,132,60,0,0,-2,2,0,2,0,3
001,Bach,1,L,133,62,2,0,2,-2,0,3,0,2
001,Bach,1,L,134,60,0,0,-2,-1,0,2,0,1
001,Bach,1,L,135,59,11,0,-1,-2,0,1,0,2
001,Bach,1,L,136,57,9,0,-2,-2,0,2,0,3
001,Bach,1,L,137,55,7,0,-2,-1,0,3,0,4
001,Bach,1,L,138,54,6,1,-1,3,0,4,0,5
001,Bach,1,L,139,57,9,0,3,-1,0,5,0,3
001,Bach,1,L,140,56,8,1,-1,3,0,3,0,4
001,Bach,1,L,141,59,11,0,3,-2,0,4,0,2
001,Bach,1,L,142,57,9,0,-2,3,0,2,0,3
001,Bach,1,L,143,60,0,0,3,-1,0,3,0,1
001,Bach,1,L,144,59,11,0,-1,3,0,1,0,4
001,Bach,1,L,145,62,2,0,3,-2,0,4,0,2
001,Bach,1,L,146,60,0,0,-2,4,0,2,0,3
001,Bach,1,L,147,64,4,0,4,-2,0,3,0,1
001,Bach,1,L,148,62,2,0,-2,3,0,1,0,3
001,Bach,1,L,149,65,5,0,3,-1,0,3,0,1
001,Bach,1,L,150,64,4,0,-1,-7,0,1,1,2
001,Bach,1,L,151,57,9,0,-7,7,0,2,0,3
001,Bach,1,L,152,64,4,0,7,-12,0,3,0,1
001,Bach,1,L,153,52,4,0,-12,5,0,1,0,5
001,Bach,1,L,154,57,9,0,5,-12,0,5,0,1
001,Bach,1,L,155,45,9,0,-12,19,0,1,0,5
001,Bach,1,L,156,64,4,0,19,-2,0,5,0,1
001,Bach,1,L,157,62,2,0,-2,-2,0,1,0,2
001,Bach,1,L,158,60,0,0,-2,-1,0,2,0,3
001,Bach,1,L,159,59,11,0,-1,3,0,3,0,4
001,Bach,1,L,160,62,2,0,3,-1,0,4,0,2
001,Bach,1,L,161,61,1,1,-1,3,0,2,0,3
001,Bach,1,L,162,64,4,0,3,-2,0,3,0,1
001,Bach,1,L,163,62,2,0,-2,-5,0,1,0,2
001,Bach,1,L,164,57,9,0,-5,2,0,2,0,5
001,Bach,1,L,165,59,11,0,2,1,0,5,0,4
001,Bach,1,L,166,60,0,0,1,2,0,4,0,3
001,Bach,1,L,167,62,2,0,2,-3,0,3,0,2
001,Bach,1,L,168,59,11,0,-3,1,0,2,0,4
001,Bach,1,L,169,60,0,0,1,-3,0,4,0,3
001,Bach,1,L,170,57,9,0,-3,2,0,3,0,5
001,Bach,1,L,171,59,11,0,2,3,0,5,0,4
001,Bach,1,L,172,62,2,0,3,-2,0,4,0,2
001,Bach,1,L,173,60,0,0,-2,-1,0,2,0,3
001,Bach,1,L,174,59,11,0,-1,-2,0,3,0,4
001,Bach,1,L,175,57,9,0,-2,3,0,4,0,5
001,Bach,1,L,176,60,0,0,3,-1,0,5,0,3
001,Bach,1,L,177,59,11,0,-1,3,0,3,0,4
001,Bach,1,L,178,62,2,0,3,-2,0,4,0,2
001,Bach,1,L,179,60,0,0,-2,-5,0,2,0,3
001,Bach,1,L,180,55,7,0,-5,2,0,3,0,5
001,Bach,1,L,181,57,9,0,2,1,0,5,0,4
001,Bach,1,L,182,58,10,1,1,2,0,4,0,3
001,Bach,1,L,183,60,0,0,2,-3,0,3,0,2
001,Bach,1,L,184,57,9,0,-3,1,0,2,0,4
001,Bach,1,L,185,58,10,1,1,-3,0,4,0,3
001,Bach,1,L,186,55,7,0,-3,2,0,3,0,5
001,Bach,1,L,187,57,9,0,2,1,0,5,0,3
001,Bach,1,L,188,58,10,1,1,-1,0,3,0,2
001,Bach,1,L,189,57,9,0,-1,-2,0,2,0,3
001,Bach,1,L,190,55,7,0,-2,-2,0,3,0,4
001,Bach,1,L,191,53,5,0,-2,9,0,4,0,5
001,Bach,1,L,192,62,2,0,9,-2,0,5,0,1
001,Bach,1,L,193,60,0,0,-2,-2,0,1,0,2
001,Bach,1,L,194,58,10,1,-2,-1,0,2,0,3
001,Bach,1,L,195,57,9,0,-1,8,0,3,0,4
001,Bach,1,L,196,65,5,0,8,-1,0,4,0,1
